"speaker.gender","speaker","speaker.age","phonogenre","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"F",1,36,"spontaneous",28.53161,0.2147572,20.85137,30.25773,33.48737,12.636,213.1686,226.9361,174.2191,175.0202,0.8684973,0.8689463,0.2043959,0.6896696,1.277477,1.073081,15.84838,10.81236,8.525772,4.896863,0.6763837,0.776279,30.94799,0.4551575,6.797601,2.10506,16.86006,0.7967655,1.45555,9.891931,0.04660838,1.771986,1.253285,1.002227,5.267793,0.8955521,4.169802,2.761729,23.03991,0.5083867,573.8872,0.244429,1314.802,0.1217454,-73.48396,-1.220605,1697.051,0.1336007,875.202,0.4231097,-81.96202,-0.9961244,2641.719,0.09162379,999.4221,0.6375233,-83.54837,-0.9667399,-18.16627,-0.3595546,24.08605,0.3695264,0.005193492,6.571922,-0.043307,-0.3114315,0.8634506,0.6376736,37.59686,0.2176775,3.173193,4.783889,18.1208,0.8048162,-4.716809,-2.765038,-22.59856,32.3135,-0.08241943,-0.01871811,0.3476661,3.853956,3.285421,0.18875,0.1964967,0.1092857,0.1451336,-18.18717
"F",10,44,"prepared",34.56165,0.1963925,30.95831,33.48732,38.62943,7.671127,173.5782,98.42527,64.21593,32.53233,0.7191696,0.619296,0.2026003,0.7361525,1.114614,0.9120141,10.17478,5.916161,5.922387,3.060843,0.4196568,0.9630123,22.75037,0.9364272,5.739372,2.010043,6.973073,1.996306,-5.989297,-2.315582,0.03025741,1.532627,1.051013,0.9518906,7.943361,0.6405562,8.735851,1.298326,29.38916,0.3968133,572.8506,0.3534079,1288.313,0.2468173,-84.17181,-1.074134,1572.252,0.1868669,955.1304,0.3448163,-87.9055,-0.9208837,2679.559,0.09800976,800.8853,0.4647396,-93.23078,-0.8163164,-15.14327,-0.6909961,27.01679,0.4406082,0.06622955,0.5648605,-0.02371836,-0.6476867,0.5651553,0.7471022,31.30239,0.5898863,6.748627,1.665416,5.870761,2.747543,-10.85783,-1.307122,-3.97231,14.49472,0.004977724,-0.006596496,0.1767106,4.056795,3.073771,0.1973333,0.153078,0.1066667,0.1787985,-20.45137
"F",11,30,"spontaneous",30.83159,0.08416318,29.42566,30.8065,32.0476,2.621937,87.30116,146.2335,23.50959,18.67696,0.7887119,0.723664,0.2574061,0.6572242,1.238903,0.9814966,16.13532,9.292688,12.34025,8.292002,0.4295479,0.9884115,25.42697,0.6281184,2.546851,5.35388,12.4058,1.21274,2.248109,5.267045,0.02575252,1.034732,1.485631,0.8967114,5.903843,0.6321209,2.249114,2.239312,16.77253,0.4230871,499.7413,0.3301355,1303.782,0.1797405,-57.45735,-1.383526,1561.486,0.1209038,1173.209,0.524484,-66.00991,-1.096368,2384.719,0.1043912,1160.622,0.4973029,-66.25063,-1.087729,-12.00498,-0.5865723,19.85163,0.3692748,0.07363528,0.3970152,-0.025402,-0.4329308,0.5265793,0.8306844,30.2272,0.4033496,-1.136488,-11.66723,13.51326,1.204494,0.858942,15.12096,-8.504872,16.06479,0.01887379,-0.01478175,0.1571964,4.411765,3.717472,0.191,0.1252158,0.07533333,0.06936537,-22.80538
"F",12,25,"spontaneous",32.65939,0.1265533,31.84488,33.05163,35.19953,3.354656,263.3838,339.8444,76.69826,96.97301,0.7449876,0.6180637,0.3075404,0.6896089,1.144571,0.8370305,10.53423,4.800931,7.788362,5.431001,0.3666978,0.8077124,31.41703,0.4350371,7.931892,1.503482,11.53874,1.29398,-4.371654,-3.265838,0.04165807,2.411204,1.03621,1.193185,8.621008,0.5691687,9.970056,1.029519,24.48322,0.4047433,461.6302,0.4400988,1256.486,0.2185138,-51.23114,-1.444753,1446.395,0.1861617,976.7459,0.2994901,-56.49329,-1.122152,2363.024,0.1353885,907.0768,0.3753955,-61.56542,-0.9916354,-17.18877,-0.4696352,28.63417,0.3423396,0.0750071,0.4688205,-0.01944078,-0.526678,0.4029934,0.7496918,34.10447,0.3430041,6.02883,1.945444,12.32336,1.292402,-6.157734,-2.398053,-14.69091,24.63235,0.0366985,-0.01441407,0.2227882,3.838772,2.330097,0.3416667,0.2668905,0.08444445,0.07631966,-20.76748
"F",13,40,"spontaneous",34.66419,0.1509608,32.66722,34.63651,37.22946,4.562233,180.2256,184.6394,35.29674,18.3111,0.5102155,0.8074338,0.07518705,0.4478347,0.9215573,0.8463703,9.76036,5.568778,7.630085,3.919706,0.2775812,1.10992,22.73303,0.7308485,6.632782,1.586942,0.7361315,22.75763,-3.357515,-3.533453,0.03783335,1.50556,1.493231,0.9439023,7.529351,0.633453,7.377044,1.063223,26.16054,0.3821643,485.8877,0.4136072,1219.773,0.230111,-97.71267,-0.9264727,1432.778,0.2126229,928.0464,0.2287895,-88.90115,-0.9215868,2455.155,0.1286681,774.7095,0.280568,-94.65412,-0.8145368,-13.90515,-0.7257234,25.34132,0.4255854,0.09404207,0.4172293,-0.0207216,-0.6681656,0.3988144,0.8256796,30.39515,0.4577194,5.520862,2.072386,-1.76896,-10.79458,-5.62587,-2.30876,-6.270665,16.30942,0.06600893,-0.004888144,0.08346233,5.054152,3.460838,0.1689474,0.1537563,0.09789474,0.08451589,-24.56533
"F",14,41,"spontaneous",30.77053,0.180337,29.24227,31.63775,34.22703,4.984764,148.8159,113.1456,233.8542,392.4582,0.5696971,0.7170838,0.2666184,0.4452127,0.8231117,0.5564932,10.37104,8.053424,10.34506,7.162936,0.3057915,1.109462,22.86243,0.7559234,3.801782,3.32256,12.15019,1.313938,-9.033878,-1.823052,0.05084268,1.963881,1.562984,0.8668726,5.172839,0.9680977,5.765836,1.347355,23.90426,0.3709696,404.3428,0.3167618,1135.394,0.1692633,-81.91724,-1.123213,1411.478,0.1440346,754.6173,0.3375941,-84.98486,-0.9659939,2465.307,0.07576221,745.6082,0.4023726,-88.9975,-0.8896487,-14.4182,-0.4236931,23.2549,0.3411728,0.08935019,0.3391609,-0.02521784,-0.4658634,0.4168073,0.9080538,31.80552,0.3123224,0.06000094,196.4708,16.30034,1.062054,-16.56067,-0.8741295,-5.178112,11.85868,0.04070463,-0.01190093,0.1215715,3.469388,3.512397,0.1717647,0.1618727,0.1026667,0.07663477,-25.78503
"F",15,70,"spontaneous",30.3971,0.129016,26.4455,31.61741,33.80307,7.357571,28.61629,29.3346,24.20139,12.74371,0.7525044,0.6563943,0.2554351,0.7168046,1.137616,0.8821805,13.1388,8.292044,9.244539,4.991158,0.3105645,0.7178301,16.54726,0.9979058,11.55954,1.179193,12.95636,1.371457,-4.899098,-2.395919,0.03255586,1.21101,1.425427,0.8990946,5.751198,0.7668865,5.451682,1.136216,20.88362,0.4742794,436.067,0.3517299,1078.319,0.1933119,-56.20958,-1.470146,1495.067,0.1817118,655.0382,0.4330495,-65.58117,-1.153607,2510.088,0.09339654,818.9698,0.5153953,-67.68503,-1.099738,-11.44626,-0.6681924,19.43004,0.4921273,0.08742108,0.2863039,-0.02212231,-0.5707502,0.3787573,0.5497103,22.22427,0.5141555,10.14066,1.253994,13.34674,1.49638,-5.335039,-2.270112,-0.7688457,7.220789,0.06692408,-0.01356091,0.1242782,4.859813,2.462121,0.2923077,0.2549556,0.121,0.08537564,-24.83963
"F",16,66,"spontaneous",36.45043,0.1413355,35.10527,36.96008,37.96979,2.864521,67.87298,34.75219,64.06305,38.71019,0.8902514,0.608012,0.295428,0.8947015,1.417877,1.122449,12.52476,6.855788,11.1114,6.004338,0.5184743,0.8859814,12.8358,1.32262,12.12336,1.063208,9.768286,1.450672,-8.308413,-1.83662,0.05197612,1.955118,1.339743,0.9602597,7.803985,0.6493771,9.269232,1.097052,20.46777,0.4322287,480.2865,0.3247343,1150.328,0.1729555,-95.11894,-0.9569977,1569.254,0.1891791,890.4606,0.6262079,-88.29862,-0.9059325,2559.527,0.1070213,806.6694,0.5768369,-89.12123,-0.8886665,-12.89087,-0.6234348,20.52075,0.4642436,0.06091537,0.6815649,-0.02143173,-0.7016748,0.6939642,0.6838338,19.40901,0.6049099,9.76436,1.251272,8.979084,1.860858,-15.82613,-0.8628992,-4.189422,10.32714,-0.02088373,-0.007797266,0.222703,4.085603,3.149606,0.193125,0.1609627,0.1192857,0.1140466,-20.2134
"F",17,38,"spontaneous",31.57573,0.07712641,30.26403,31.47743,33.03595,2.771915,38.83117,29.8134,221.4504,581.3238,0.9198266,0.5122655,0.5115033,0.8786988,1.342393,0.8308896,12.90501,7.374301,11.1722,7.103313,0.4744686,0.668101,21.35453,0.8340711,9.331392,1.210087,14.11638,1.160292,-6.870743,-1.941335,0.03760443,2.165406,1.194932,1.111838,7.333284,0.4912749,5.494934,2.742656,21.41631,0.7109833,461.5101,0.3088657,1146.877,0.1918187,-57.25164,-1.392176,1534.87,0.1716225,899.1644,0.6619936,-66.78154,-1.067141,2525.048,0.1001724,825.3788,0.6163034,-69.43306,-1.002545,-14.34705,-0.5447887,23.01164,0.4251505,0.04744943,0.6110421,-0.02599312,-0.4944737,0.5498088,0.5600528,27.44382,0.4483287,8.446694,1.394712,15.64113,1.050337,-8.167916,-1.679821,-2.824826,8.577047,0.006205943,-0.0097963,0.236657,5.973025,2.729045,0.2678571,0.238123,0.07857142,0.09187391,-20.9891
"F",18,39,"spontaneous",26.4196,0.2066159,23.43972,28.43404,29.91916,6.479439,129.2226,78.45457,123.1032,148.2081,0.6550179,0.75668,0.222295,0.5534112,0.9462619,0.7239668,11.18272,6.711236,9.760358,6.744184,0.4475779,0.9164783,21.77141,0.6558399,14.24781,0.8684142,8.953331,1.211774,0.4530978,27.4567,0.06701723,1.948656,1.942209,0.8496339,3.101437,1.268323,2.397778,3.959531,25.99387,0.4357985,449.6076,0.3246389,1248.858,0.1790926,-85.09517,-1.090054,1487.147,0.1644644,836.4704,0.4140559,-93.80745,-0.8940554,2534.03,0.06927582,817.2711,0.5635661,-96.86749,-0.8383881,-16.68065,-0.4260617,25.45171,0.3368079,0.03777374,0.925353,-0.02522247,-0.5855501,0.6337996,0.6756945,26.83535,0.4939654,15.72066,0.8283944,8.672184,1.454527,-2.015686,-6.704222,-12.13282,20.94985,-0.01264752,-0.01298481,0.1748182,3.501946,3.73281,0.1489474,0.1003622,0.1027778,0.1026215,-22.60109
"F",19,58,"spontaneous",28.52819,0.1264413,25.84008,28.27987,31.35986,5.519772,184.7915,238.2753,22.39127,16.63447,0.8894473,0.7464859,0.2829304,0.7178107,1.445546,1.162616,12.83029,7.285745,11.5484,6.843496,0.4588444,0.8775845,23.44841,0.644145,9.490825,1.282414,16.86453,0.9798414,-6.908561,-2.052278,0.04221143,1.795782,1.285007,0.9981932,6.485465,0.5762264,8.056137,0.7139256,26.53779,0.3023545,498.734,0.3263574,1287.691,0.1778185,-69.44225,-1.246508,1575.163,0.1883298,959.1876,0.5580685,-77.11349,-1.039652,2650.145,0.1150231,838.23,0.7055638,-80.61374,-0.9637513,-16.20436,-0.3951937,25.49843,0.2727982,0.04005605,0.8717806,-0.02504095,-0.4990604,0.6099468,0.6521536,30.94925,0.2870882,10.27058,1.256954,20.28623,0.8705,-10.34101,-1.414834,-5.766048,12.58863,-0.007214599,-0.0114157,0.1329644,3.762377,1.603207,0.425,0.09886859,0.2028572,0.1929259,-19.33736
"F",2,25,"spontaneous",31.65304,0.175698,24.1752,34.37749,35.43568,11.26049,571.3248,918.6674,67.93112,48.05035,1.026196,0.5406772,0.5205025,0.9489669,1.504441,0.9839383,13.66039,7.409966,10.20456,5.44081,0.8700514,0.450423,26.71742,0.63608,8.578407,1.891254,10.89479,1.011708,10.89664,0.6640424,0.04980357,1.581223,1.639761,0.7409321,6.319483,0.6439708,11.81314,1.52011,24.00246,0.4890053,536.6714,0.2869543,1314.252,0.1513145,-94.84299,-0.9768017,1591.603,0.09627596,860.4758,0.2020663,-100.5382,-0.857029,2613.958,0.06069792,875.085,0.4231602,-104.0377,-0.7980714,-15.84921,-0.4223913,25.50922,0.3028728,-0.004084063,-7.097472,-0.02625991,-0.3831559,0.9939996,0.4143793,35.21997,0.2617889,1.258812,11.34786,11.22289,1.136043,9.54119,0.8404316,-16.43377,25.62735,-0.04652423,-0.02142573,0.7338732,5.11811,3.578529,0.1427778,0.08503631,0.1166667,0.08419554,-18.60457
"F",20,46,"spontaneous",29.74464,0.06580387,29.17432,29.85728,30.57922,1.404896,229.3559,353.2061,28.4534,30.43452,0.8961398,0.5836999,0.4430594,0.8467865,1.245621,0.8025621,10.61769,4.622596,9.587689,4.498463,0.3808239,0.5966019,26.40388,0.4851217,11.51843,0.9953297,10.24612,1.40174,1.423544,7.314666,0.04305542,2.49878,1.095398,1.043817,7.512859,0.4435004,2.519222,1.824651,22.61457,0.2538461,432.7271,0.1943567,1185.102,0.1422803,-41.88721,-1.636585,1476.293,0.1466474,891.0551,0.3950281,-52.48885,-1.198478,2484.824,0.0777137,930.8194,0.6722019,-57.21587,-1.054847,-14.18102,-0.405873,22.78436,0.2930588,0.03979544,0.6190248,-0.02345268,-0.4657593,0.4017811,0.5557441,28.97943,0.3524145,9.950594,1.149569,10.93459,1.390239,-0.1037709,-95.80643,-12.204,20.49487,-0.008235128,-0.01698624,0.2866482,5.182342,3.300971,0.2394118,0.119335,0.05538462,0.05123331,-21.2728
"F",21,71,"spontaneous",34.27516,0.1542475,32.30543,34.33199,38.11049,5.805054,61.94316,25.67206,106.0276,135.9399,0.854835,0.6895262,0.2573317,0.7561288,1.413959,1.156628,13.6354,7.599449,12.10825,7.130522,0.5541805,0.747872,21.98895,0.6708655,10.38489,1.170995,10.42806,1.549416,-5.548255,-2.597911,0.04728539,2.488005,1.166764,1.047508,8.072819,0.581731,9.958638,1.073901,23.18575,0.4389662,480.7198,0.4011415,1256.235,0.1692908,-70.68728,-1.203228,1545.896,0.1735254,883.8726,0.4710558,-73.20277,-0.9876443,2580.349,0.1086018,928.8206,0.6000668,-76.10589,-0.9273955,-15.96385,-0.4309418,25.65478,0.3788268,0.05854113,0.6044658,-0.01693846,-0.6313837,0.6484789,0.5894886,25.79444,0.431999,9.328613,1.280089,11.21046,1.589455,-8.014714,-1.906297,-10.73148,19.8327,0.003045182,-0.009922207,0.3214923,4.590818,2.822581,0.2507143,0.2005159,0.08357142,0.0685156,-19.504
"F",22,39,"spontaneous",32.47867,0.1108617,30.9323,33.00458,34.55943,3.627132,487.3806,554.2339,37.05174,34.2004,0.7784706,0.8787002,0.1976652,0.5507235,1.271105,1.073439,17.4388,10.30372,14.27732,7.740449,0.4949788,0.9709879,20.25867,0.8472105,6.680801,2.056839,12.58268,1.021528,0.8794818,16.02835,0.04951353,2.095528,1.375484,0.9225522,7.098108,0.512647,4.820399,2.822115,20.81468,0.334182,418.323,0.2723503,1122.123,0.1677785,-85.91718,-1.048118,1439.97,0.1158692,754.0402,0.3328766,-89.08696,-0.9099134,2500.611,0.0580119,718.0524,0.3921622,-91.90742,-0.8580334,-14.36333,-0.4725867,23.15056,0.3722117,0.0573904,0.7179186,-0.02425557,-0.404222,0.6894244,0.7127348,28.807,0.3912293,3.087179,4.414405,16.28418,0.7684249,-4.49993,-3.128746,-8.115016,17.29325,-0.01201838,-0.0109579,0.1879415,5.272727,3.669725,0.159,0.1323594,0.1058823,0.1258879,-20.60764
"F",23,54,"spontaneous",23.3919,0.1838077,21.21007,23.02786,25.61499,4.404919,503.5169,426.6192,167.9526,404.526,0.6888294,0.6332557,0.2121512,0.6713812,1.114543,0.9023921,8.453402,3.840212,7.610755,4.489681,0.3647118,0.7014623,23.39944,0.7619871,10.93752,0.9444066,7.686725,1.699188,7.078656,1.173671,0.03994698,1.160766,1.33231,1.101854,3.835974,0.8077934,2.30678,1.115314,26.55972,0.2371729,444.9172,0.3172011,1240.968,0.1568797,-83.80144,-1.096754,1417.468,0.1773439,916.1542,0.2670979,-91.15958,-0.9358091,2431.765,0.09239225,842.7748,0.5111094,-96.48087,-0.8351954,-15.24717,-0.4963219,24.9879,0.286431,0.01692872,1.091063,-0.01908914,-0.6776133,0.4686173,0.4556388,32.60315,0.3153597,11.48123,0.9552133,6.693022,2.236907,8.065894,0.9937172,-7.25884,16.26518,-0.01985466,-0.005572682,0.2168767,4.528986,2.74223,0.21,0.1828661,0.1435714,0.1485938,-22.86189
"F",24,36,"spontaneous",28.09929,0.0953976,25.76547,27.90055,30.71082,4.945353,118.3212,210.5334,40.91731,19.6338,0.9022717,0.4847558,0.4997557,0.9034749,1.254769,0.7550132,12.71498,5.317942,10.07012,5.354857,0.5792862,0.561672,27.95162,0.5937002,14.86168,0.7736473,20.89566,0.7569761,-10.7245,-1.201502,0.03887713,0.9484739,1.259901,0.9579554,5.659716,0.6299747,7.391777,1.086263,27.94485,0.2703042,460.9134,0.3266035,1239.6,0.2057499,-38.11773,-1.648796,1501.765,0.2103169,829.7867,0.4614746,-51.14423,-1.091059,2555.481,0.1013859,770.4742,0.678212,-54.9278,-0.9800722,-18.18972,-0.4189074,26.17005,0.3437592,0.05376604,0.4247877,-0.03064258,-0.3774025,0.611191,0.5240205,32.18647,0.3949733,14.17042,0.8184184,22.12883,0.7313193,-12.14399,-1.070325,-4.548843,9.876054,0.03341869,-0.01169609,0.3797731,6.743738,2.923977,0.2826667,0.2984508,0.05181818,0.02442732,-18.8563
"F",25,35,"spontaneous",31.99101,0.06760038,30.80277,31.90121,33.90411,3.101334,173.9282,183.8575,52.48941,79.04563,0.7891105,0.4688854,0.4169602,0.8496816,1.08441,0.66745,7.98944,3.15019,7.243376,4.678449,0.4137928,0.6177698,28.9319,0.5171372,8.735227,1.462214,19.06231,0.7779446,0.2816252,33.92505,0.03032376,1.574944,0.9262611,1.200299,8.590049,0.3734163,13.89073,0.6520292,29.45573,0.261181,478.9797,0.3364116,1224.997,0.1507785,-53.84027,-1.450163,1560.841,0.1587332,881.0307,0.5433349,-66.84584,-1.029227,2529.552,0.1213509,867.8765,0.5590109,-70.0617,-0.953344,-19.08769,-0.3226852,27.60625,0.2280695,0.06133127,0.4389474,-0.0237893,-0.4933221,0.4833827,0.4816369,34.51977,0.318891,9.012843,1.212237,20.74965,0.7763082,-1.18444,-8.346317,-7.866933,15.50174,-0.002096212,-0.00742653,0.1993975,4.572565,2.811245,0.2635714,0.2293658,0.097,0.1331953,-19.5575
"F",26,38,"spontaneous",34.24612,0.1029513,34.89668,35.20879,35.50945,0.6127663,260.6768,59.9903,39.54975,46.12064,0.5500132,0.6654035,0.1419492,0.5426925,0.8531384,0.7111893,9.394978,7.92205,6.344825,3.980402,0.2373892,1.015475,19.5078,0.6867569,12.95017,0.9937251,11.81958,1.038224,1.450873,8.070488,0.03171508,2.904697,0.9330302,1.244344,10.64201,0.3980196,9.813686,1.564929,25.94301,0.3439454,642.121,0.3177962,1346.901,0.2034489,-98.72346,-0.8918566,1721.33,0.1644759,1009.034,0.5781994,-103.6971,-0.7746705,2812.469,0.1172621,727.6232,0.5789171,-106.468,-0.7326473,-21.82069,-0.38417,32.17941,0.3176572,0.0517776,0.7007279,-0.02329764,-0.6034722,0.3266635,0.8228427,27.72898,0.3189582,17.45788,0.6954965,15.54684,0.8915501,-2.511487,-5.121668,-6.770654,16.61047,-0.01403617,-0.001333173,0.1216713,4.150198,2.195609,0.2527273,0.1808109,0.1683333,0.1872535,-21.50336
