"speaker.gender","speaker","speaker.age","phonogenre","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"M",42,45,"semi-prepared",22.31707,0.1154355,19.9369,21.8186,24.61511,4.678205,84.69118,76.92999,27.10824,12.07659,0.9661617,0.4904852,0.5115237,0.9492676,1.346993,0.8354697,12.60039,7.298732,9.773586,5.032164,0.5076763,0.6457714,21.19413,0.726144,5.295635,1.392123,12.21448,1.140376,4.225,3.32776,0.03460005,1.024327,1.671865,0.8955066,3.219214,0.8141355,1.427389,2.843877,20.93428,0.3215047,513.8343,0.4951794,1179.982,0.1931012,-43.83042,-1.903269,1522.417,0.2011201,832.9959,0.3195708,-53.37557,-1.442631,2491.086,0.1246384,756.1227,0.2397194,-56.20994,-1.337776,-12.86057,-0.4256976,21.58212,0.2843346,0.06861225,0.3207431,-0.01665771,-0.8499433,0.5599071,0.5856378,27.1868,0.3312429,5.646996,1.385411,11.55914,1.26003,4.971095,3.0312,0.259318,6.327229,0.04088809,-0.002793566,0.3570179,5.427975,2.320675,0.3209091,0.3844347,0.098,0.04894895,-20.7123
"M",43,81,"semi-prepared",33.0098,0.1201443,29.87515,33.75011,36.22963,6.354477,158.9877,131.2658,40.05416,28.32193,1.032906,0.6480902,0.4400468,0.8821949,1.605021,1.164974,20.5409,11.13475,15.94049,9.581342,0.7958927,0.9191117,27.43719,0.3873589,0.7507378,12.26544,-0.4171287,-32.34205,-2.764101,-4.967245,0.04924456,2.097929,1.646578,0.7702641,5.39537,0.7340415,4.672079,2.162705,22.55248,0.3908017,455.3057,0.4451093,1240.754,0.1677716,-48.41505,-1.595111,1443.17,0.1688168,966.7804,0.2492887,-49.71944,-1.302295,2361.607,0.1313761,905.3162,0.3049754,-55.18575,-1.127295,-11.92907,-0.5423023,23.71627,0.3290305,0.07614507,0.3894154,-0.01856476,-0.6399375,0.8835214,0.8539151,28.95993,0.3257516,0.4333221,22.16515,-0.9525737,-14.41423,-4.093709,-3.44675,-6.979764,18.46379,0.04753167,-0.008273137,0.4316877,5.566601,3.822938,0.2031579,0.1570468,0.05153846,0.03438384,-18.16205
"M",44,36,"semi-prepared",28.07188,0.1546302,24.68739,27.32886,31.37411,6.686722,92.68069,32.90921,56.09732,38.05407,0.7874532,0.8142899,0.1925508,0.5574799,1.434416,1.241865,12.43831,6.676518,11.16598,6.907738,0.4553996,1.016602,23.99928,0.6220588,1.386679,6.886049,9.215555,1.594898,-6.072554,-2.095096,0.06025194,1.924702,1.702465,0.8409154,4.688699,0.6998914,2.475322,3.964987,23.07906,0.358752,601.2748,0.4246732,1177.076,0.1666852,-67.67489,-1.302045,1647.232,0.1932539,845.5429,0.3129576,-73.3791,-1.094539,2654.342,0.1204229,816.3552,0.3586038,-76.53909,-1.022276,-12.25226,-0.467006,21.76497,0.3298403,0.04287739,0.9460636,-0.02137983,-0.849539,0.6253594,0.7420594,30.72855,0.385183,1.232474,7.874784,11.89465,1.2617,-7.162154,-2.000272,-5.735563,16.27781,-0.01257788,-0.004457431,0.08418495,4.320988,2.708333,0.2469231,0.2094088,0.1116667,0.06743309,-19.75042
"M",45,70,"spontaneous",21.87029,0.1568352,19.28306,21.33631,24.69222,5.409163,97.34498,99.4183,29.94392,12.88159,0.9808344,0.6672481,0.3078597,0.9786535,1.493261,1.185401,14.7942,8.39865,14.28932,5.906634,0.5945994,0.7443581,28.80219,0.4897327,2.220037,4.726759,14.63746,0.8972085,-1.32238,-10.31522,0.04016357,0.975899,1.638704,0.8845951,1.956999,1.515335,3.841035,0.9688759,20.47362,0.3715123,531.3434,0.4662201,1190.851,0.1523491,-43.19314,-1.688229,1499.236,0.2202555,843.1713,0.2358639,-50.9226,-1.3535,2513.783,0.1487239,721.249,0.523479,-55.1187,-1.2128,-11.4993,-0.4718538,19.44852,0.3486862,0.03013873,1.049423,-0.01479462,-0.841004,0.7008215,0.6093014,33.1753,0.2945808,0.1557285,64.85137,15.04866,0.9317077,-3.086255,-4.610556,-8.577505,16.43737,-0.01027288,-0.00635124,0.2010686,4.911592,3.174603,0.2425,0.1628074,0.05533333,0.03518838,-19.64758
"M",46,51,"spontaneous",20.56876,0.1145058,19.556,20.78405,21.70689,2.150896,114.1751,92.19825,66.26852,127.9742,0.3661227,0.5698749,0.1805215,0.3469529,0.5254482,0.3449267,5.387651,3.112944,4.761261,3.349706,0.2771544,0.7414427,29.02391,0.5818366,21.11203,0.4774885,18.45477,0.6491327,15.1135,0.7874793,0.04496707,1.748737,1.308555,1.117729,3.237784,1.126874,9.090392,1.107492,41.88764,0.1707085,445.4525,0.3598031,1332.254,0.1828365,-77.99639,-1.059503,1443.31,0.1604401,1154.359,0.4038905,-88.79051,-0.8452219,2476.672,0.1169093,973.6812,0.3993195,-94.75785,-0.7460939,-26.81892,-0.29643,38.64994,0.1941508,-0.02439634,-1.159851,-0.01447852,-0.8470871,0.2973928,0.599313,36.23292,0.2583697,24.12647,0.3798612,19.89579,0.6006907,17.01344,0.7089,-10.46048,19.57957,-0.009682072,-0.003412151,0.2367427,5.350554,2.979516,0.2175,0.1540089,0.096875,0.07514309,-24.16632
"M",47,57,"spontaneous",22.22373,0.222328,19.39448,22.00694,25.09451,5.700029,108.3993,113.8082,199.7517,400.8353,0.5804766,0.689355,0.206028,0.5090405,0.9219798,0.7159519,8.79688,4.962435,7.266201,4.503514,0.3414355,0.7908899,21.66317,0.6809026,17.48084,0.6362038,19.81584,0.6668616,8.960541,1.105127,0.05418447,1.403003,1.780484,0.7470819,2.292299,1.620643,3.933268,2.176238,26.96856,0.388289,505.9572,0.4979067,1172.228,0.2289389,-57.24715,-1.371148,1534.577,0.1917115,829.3405,0.3430028,-67.46922,-1.050355,2523.363,0.1384652,796.9446,0.3889695,-70.23299,-0.9850352,-16.35057,-0.4597692,23.80941,0.3540271,0.01756497,1.934203,-0.00939533,-1.153638,0.3901699,0.7129561,25.29576,0.4463033,16.10692,0.6993235,20.41075,0.6609614,8.565551,1.213014,-13.56427,21.33485,-0.01938514,-0.005492079,0.2014347,3.75,4.324325,0.1645833,0.1795359,0.054,0.02989983,-23.7829
"M",48,44,"spontaneous",21.48821,0.1669036,19.09862,21.53147,24.00526,4.906643,251.2108,326.1611,130.713,331.8436,0.8627607,0.5755264,0.3562969,0.8519788,1.295614,0.9393175,13.60161,9.510653,11.50227,5.888765,0.6379988,0.6805168,27.98267,0.5566678,10.80194,1.20773,28.92511,0.5634708,-8.761081,-1.699661,0.06359056,1.340211,1.407431,0.8141007,2.197756,1.541639,2.158641,3.645579,25.58323,0.3682189,493.057,0.424073,1142.045,0.2033498,-56.71433,-1.412231,1546.954,0.1923904,773.2798,0.4341358,-70.1039,-1.022511,2561.523,0.1343167,707.9454,0.3971894,-70.83678,-1.010188,-18.66255,-0.4847292,24.16971,0.4209749,0.03161498,0.7787297,-0.02478552,-0.6272404,0.7037361,0.6122391,33.34628,0.3255696,11.02652,1.187006,32.88601,0.4896362,-9.252596,-1.691487,-6.811708,12.17618,0.03058528,-0.01403407,0.4656809,4.642166,2.745098,0.2642857,0.2131637,0.07857142,0.05950475,-19.69023
"M",49,77,"spontaneous",24.39993,0.3140692,21.67154,22.75225,24.39588,2.72434,317.756,398.2069,66.42928,101.0694,0.7971475,0.4938049,0.4617527,0.747553,1.125974,0.6642212,10.17269,4.473799,9.037105,5.344093,0.4151272,0.5928038,19.78292,1.076917,7.900397,1.3268,28.76754,0.4753385,-3.822067,-2.744644,0.04001099,0.8032134,1.543945,0.7960335,4.204012,0.7560461,4.823228,1.016678,23.09827,0.4558498,458.6212,0.4541282,1105.817,0.2228757,-69.02708,-1.220617,1515.164,0.1927479,737.8038,0.416336,-78.79179,-0.9524357,2486.906,0.1188648,639.0981,0.3493353,-76.82032,-0.9873292,-15.40888,-0.6825274,21.5208,0.5077009,0.009737161,2.819284,-0.01808323,-0.7284503,0.453008,0.5023367,27.84456,0.5807671,8.331611,1.195192,34.2842,0.3248002,-3.189593,-3.448637,1.027182,5.453729,0.03402546,-0.001870823,0.340763,5.490196,2.772277,0.2442857,0.3117397,0.1108333,0.09358226,-21.70395
"M",5,64,"prepared",27.93157,0.1203133,25.11266,27.73466,29.97475,4.862089,254.1525,227.0911,69.37783,86.70482,0.7659065,0.5657292,0.3613955,0.644033,1.143914,0.7825186,9.881184,4.022821,9.660295,5.599166,0.4503138,0.6973686,27.15835,0.3788035,0.6414803,15.82584,17.39623,0.7089224,-3.299624,-4.408329,0.04285902,1.500003,1.444487,0.6426077,3.260116,0.9683912,4.538502,1.76496,16.56216,0.5668734,664.0895,0.3940188,1218.985,0.1580163,-46.73722,-1.725907,1793.679,0.1532785,831.6038,0.3312773,-53.90244,-1.352468,2672.364,0.1141679,938.1318,0.3276761,-50.99159,-1.461546,-11.9404,-0.5115206,16.46245,0.43467,0.1000771,0.2318899,-0.03254814,-0.3468311,0.5260237,0.581761,28.45203,0.3405657,-0.2024644,-53.38824,19.08267,0.6796011,-3.101042,-4.907094,-10.64223,15.74969,0.08307315,-0.02385432,0.2016591,4.844961,3.333333,0.2235294,0.1861985,0.06785714,0.05212328,-22.87326
"M",50,52,"spontaneous",25.56833,0.2656116,21.06985,25.65897,29.35151,8.28166,1183.992,1653.593,65.25494,45.06427,1.027339,0.5835584,0.3955839,0.9977177,1.641135,1.245551,12.23461,7.904255,12.4189,6.449985,0.9899523,0.6452793,29.14105,0.5214798,8.44104,1.310368,13.87567,0.8257741,0.3191541,34.39853,0.07515268,1.740749,1.635466,0.9593958,2.953382,1.543818,5.459939,2.471551,26.79328,0.3865326,459.5124,0.3616375,1203.711,0.2460732,-112.7094,-0.817948,1425.814,0.185101,887.7728,0.3015874,-116.2533,-0.7301271,2472.682,0.1104367,711.5544,0.4094439,-119.6496,-0.6800568,-16.23688,-0.5339686,25.82229,0.3825637,0.01889557,1.854568,-0.02103627,-0.8221506,1.308025,0.5250339,34.40863,0.4054224,7.173184,1.538206,14.93158,0.9332557,-2.66653,-5.072658,-16.60769,26.57489,-0.03179476,-0.01485719,0.7292667,4.365079,3.807616,0.1121053,0.08134261,0.1294737,0.1025195,-17.81143
"M",51,41,"spontaneous",26.92758,0.309972,24.08655,26.55828,28.7027,4.61615,304.696,425.1891,136.0809,94.70753,0.8547585,0.581446,0.3592547,0.8534268,1.297548,0.9382935,13.10595,7.081523,10.07729,6.53758,0.5771009,0.6455297,28.87276,0.8126474,3.836641,3.299312,24.79127,0.6276051,-3.639627,-3.591944,0.06737009,1.778618,1.712676,0.8546426,3.042292,1.440032,2.075866,2.90006,23.47366,0.509102,505.595,0.4240441,1258.414,0.2173978,-53.60713,-1.468432,1508.741,0.1781477,980.6714,0.3599066,-62.36344,-1.136094,2513.371,0.110685,892.8669,0.3318858,-65.35433,-1.054656,-14.45605,-0.7666758,23.85509,0.5372948,0.05924293,0.4913977,-0.0188555,-0.8969815,0.6539103,0.5665345,35.08354,0.5462961,1.915148,6.820727,25.68832,0.6278166,-4.622599,-2.895871,-2.984993,11.07282,0.03579764,-0.009271422,0.3346641,4.905661,3.435115,0.215,0.2568019,0.05882353,0.03122637,-20.34495
"M",52,70,"prepared",25.74919,0.1987259,21.97338,23.86634,29.83762,7.864241,195.0413,193.4176,131.0898,207.5252,0.6859331,0.6160904,0.2207521,0.7249486,1.073063,0.8523105,9.249791,4.201914,7.488838,3.196846,0.47114,0.907727,23.04322,0.6027411,4.782043,2.333449,13.83152,1.205792,3.324131,3.714258,0.04946627,1.321566,1.569368,0.8611318,3.771381,0.9792864,6.570658,1.892887,23.12375,0.4232883,430.8725,0.4135823,1146.348,0.1947309,-70.1618,-1.318517,1455.058,0.1822503,737.871,0.3364778,-79.54833,-1.042992,2443.709,0.1021986,703.8699,0.3925144,-80.43024,-1.021629,-14.25794,-0.5294128,21.35689,0.4259779,0.07647467,0.4086386,-0.01259613,-0.9535897,0.6205813,0.682929,29.42656,0.3338477,7.357282,1.497029,16.59952,1.059402,5.699735,2.309656,-3.718314,9.406783,0.07585593,-0.005738029,0.2009477,4.489796,3.505155,0.1758824,0.1688041,0.1123077,0.1502897,-20.87801
"M",53,30,"prepared",29.58095,0.2239803,25.09392,28.6693,33.97823,8.884302,72.80944,45.84095,82.65843,33.78708,0.8607779,0.7950796,0.2444761,0.7116723,1.414099,1.169623,13.83886,5.839765,17.75724,10.53196,0.6070809,1.015435,15.86848,1.119648,0.4710821,22.87169,12.86804,1.064928,-6.165355,-2.392278,0.05384334,1.108333,1.809599,0.6920401,3.249349,1.426516,4.675615,2.797662,21.27825,0.4739289,507.7529,0.518993,1089.881,0.2156544,-102.6882,-0.9313769,1523.089,0.2295767,704.4163,0.3985454,-100.5534,-0.8844522,2556.89,0.1408667,610.6867,0.4657927,-101.5229,-0.8616921,-12.02782,-0.7054457,19.97058,0.5149683,0.08967528,0.3828825,-0.01689004,-0.9281415,0.9814702,0.606711,26.44515,0.5425198,1.941698,5.18621,17.54692,0.8581863,-10.76778,-1.590625,0.2310773,8.258178,0.05538598,-0.003717104,0.1834494,4.008016,2.834008,0.18,0.148324,0.19,0.2414727,-19.07665
"M",54,36,"prepared",20.23224,0.3955283,16.22693,18.96386,21.15892,4.931995,242.804,343.9445,198.4632,197.8206,0.9079575,0.5334443,0.4713834,0.9066023,1.354754,0.8833709,11.76432,5.055182,10.69961,5.740244,0.66635,0.5271396,25.33812,0.7701513,10.11943,0.9411137,17.72976,0.8489019,-3.715201,-3.606541,0.03876952,1.00601,1.429017,0.7800037,1.829913,1.787087,5.56678,0.7477129,26.82514,0.3424968,448.1688,0.4026434,1169.135,0.2101493,-49.83426,-1.515933,1405.354,0.1955292,852.8962,0.3363586,-59.98526,-1.144834,2490.597,0.1030036,666.2386,0.4301756,-63.73206,-1.024452,-16.59468,-0.5644305,25.01862,0.3768322,-0.02154717,-1.13169,-0.02511543,-0.6492759,0.781424,0.3628119,31.37835,0.4764526,10.4122,0.9842703,21.33517,0.6754474,-5.173434,-2.764096,-4.506685,13.22216,-0.02646132,-0.003875743,0.2575304,4.980843,2.713178,0.2814285,0.2661325,0.08272727,0.08507653,-18.55392
"M",55,31,"prepared",27.07011,0.1759869,24.6767,27.56573,31.45891,6.782215,180.3295,129.0744,101.3579,91.64347,0.9995263,0.5798606,0.3681755,1.004442,1.491019,1.122844,15.41375,7.469595,14.03137,6.219987,0.629512,0.6405531,27.13105,0.5217223,-0.4329444,-31.66238,26.16328,0.5813055,-6.803074,-2.192578,0.06984217,1.675405,1.457768,0.8836695,3.704826,1.104475,5.181269,3.573705,20.14053,0.4891331,513.5321,0.4034695,1218.04,0.1870882,-53.90419,-1.47396,1524.12,0.2029045,891.4548,0.4282887,-60.04031,-1.203829,2548.658,0.1262737,671.2669,0.2895203,-61.86972,-1.149256,-12.52699,-0.6022863,19.22004,0.3771761,0.02684321,1.194027,-0.01695455,-0.976724,0.7345945,0.4795442,32.12907,0.3184867,-2.648274,-5.074263,27.18099,0.5890122,-10.93798,-1.28684,-12.97344,22.29597,-0.05749102,0.001371219,0.2819488,5.964215,3.621731,0.2011111,0.1373515,0.06928571,0.05483276,-20.32482
"M",56,63,"prepared",22.84773,0.2232696,20.73654,22.19655,23.82108,3.084539,951.7081,1537.379,26.52708,20.94284,0.7037821,0.6299541,0.2163076,0.719002,1.075254,0.8589467,12.16601,4.714697,9.062293,4.577452,0.4226377,0.6078579,29.68132,0.6460229,2.52459,4.925009,18.86522,0.7749888,13.97961,0.9083027,0.04665558,1.077517,1.734407,0.8767813,2.891896,0.9355076,3.246655,1.430026,23.64116,0.4064875,530.4616,0.4467911,1334.163,0.16866,-58.77205,-1.372584,1513.759,0.1828322,986.6334,0.2589577,-65.61131,-1.14527,2499.241,0.1474333,855.4968,0.2603351,-68.88878,-1.056649,-14.70466,-0.5051836,23.75485,0.3559948,-0.006455286,-4.332309,-0.01548418,-0.8624476,0.4987533,0.4625473,37.07671,0.3704033,0.5690722,21.81866,18.75061,0.8107066,14.82283,0.8985353,-12.91036,21.98558,-0.0654637,-0.005220682,0.2192607,5.05618,2.835539,0.252,0.2007054,0.09153846,0.09944818,-22.24711
"M",57,51,"spontaneous",26.87067,0.1746671,24.94551,27.11154,30.69294,5.747431,174.8235,145.3767,56.765,50.66473,1.088919,0.680065,0.2065926,1.176906,1.817084,1.610492,20.20442,9.08748,16.44581,7.291256,0.8834993,0.844303,14.87607,1.255552,19.6303,0.5366333,1.404127,8.562544,3.11974,3.174335,0.05578506,1.291369,1.651589,0.9175498,4.301827,0.9443017,6.662922,0.891094,32.35518,0.2384292,457.3772,0.3997888,1188.54,0.2204868,-98.52817,-0.9401811,1423.411,0.1873744,906.5971,0.3379177,-105.673,-0.7955832,2468.677,0.1194387,858.0737,0.4478266,-110.7063,-0.718518,-17.9694,-0.4311519,29.30877,0.325599,0.0479962,0.5168641,-0.02541563,-0.4238255,1.277467,0.5769739,25.63508,0.4436451,25.02356,0.331784,0.6497071,21.11018,3.736922,2.452103,-2.818673,11.21488,0.0405891,-0.008757474,0.4196428,5.162524,2.901354,0.176,0.1190406,0.16,0.1581139,-16.13093
"M",58,68,"spontaneous",26.66998,0.1910703,24.04166,25.71435,28.52917,4.487511,240.4578,322.0308,50.72675,43.98219,1.169684,0.4922748,0.5534157,1.230129,1.75205,1.198634,16.44913,8.116404,11.02432,5.384048,0.8121035,0.600435,22.49659,0.7959888,11.66371,1.119258,14.75248,1.002465,0.5173935,31.37442,0.04201776,1.15743,1.299314,0.8613307,3.809908,0.8352174,3.212309,1.518177,23.94918,0.438206,432.6816,0.4123481,1156.077,0.1850233,-39.53731,-1.901559,1408.82,0.1871641,833.4204,0.2682112,-50.40115,-1.353455,2442.932,0.1090523,708.1971,0.3941544,-53.75784,-1.229212,-14.94484,-0.5608307,21.80134,0.4366534,0.06406944,0.4302198,-0.02322588,-0.5601549,0.9274318,0.4652281,28.24928,0.4573647,11.51536,1.113877,16.2632,0.9207059,-0.7213751,-23.89624,0.7420437,7.208048,0.05336492,-0.002333906,0.3457692,5.152672,1.930502,0.414,0.3649438,0.105,0.1105667,-17.75069
"M",59,43,"prepared",25.44547,0.1142827,22.97725,25.14154,28.41795,5.440706,200.4579,228.5638,45.85912,35.03275,0.7891091,0.5775979,0.3478588,0.7520371,1.145184,0.7973253,12.85541,5.744614,11.45714,4.983658,0.4965477,0.599207,31.4566,0.5712349,8.471038,1.576668,16.73253,1.074836,3.871663,3.310756,0.04909507,1.15796,1.322042,1.071956,4.534122,0.7323434,2.1259,2.565006,24.07527,0.3679238,474.2077,0.3611814,1271.561,0.2014658,-50.20884,-1.448495,1464.571,0.1800461,920.3236,0.3677458,-61.38,-1.077725,2442.671,0.1171373,858.7314,0.3045191,-64.42158,-1.00124,-16.63497,-0.4564084,25.77379,0.363991,0.01011414,3.148227,-0.02129452,-0.6170637,0.5639676,0.5037614,36.7942,0.3474599,5.363816,2.360278,18.58817,1.004044,2.790034,4.246649,-16.13914,25.25802,-0.05658257,-0.009557955,0.2264876,6.589148,3.143419,0.24125,0.1748169,0.05866667,0.03461535,-20.91727
"M",6,45,"prepared",20.64098,0.2409313,16.45147,20.18611,24.33252,7.881048,358.7741,430.5444,205.5128,227.8205,0.5557589,0.9444743,0.04901031,0.4296963,1.004022,0.9550116,12.60979,7.539637,10.1227,7.693161,0.3496166,1.105409,21.38046,0.5202163,-1.915402,-7.627522,18.81134,1.079079,1.048047,14.90955,0.06221198,1.007743,2.355572,0.698406,0.3145371,9.764198,3.432204,1.800508,16.90856,0.4487263,698.5823,0.4669868,1066.178,0.2948985,-126.9272,-0.7126502,1724.696,0.1998624,861.9111,0.3703685,-126.1686,-0.7058701,2726.519,0.1132034,739.6287,0.3110074,-127.3848,-0.6868623,-9.606516,-0.6388519,17.67768,0.3385795,0.0291134,1.019103,-0.008942229,-1.909062,0.583666,0.5792772,28.34365,0.3249035,-6.357332,-2.015375,28.68355,0.8059502,-2.517123,-8.169363,-9.061135,19.36835,-0.006771514,-0.00243264,0.1994339,3.294574,1.956947,0.192,0.1152215,0.299,0.3181336,-25.06353
"M",60,27,"prepared",23.17398,0.0659337,22.39356,23.19899,24.26586,1.872299,101.3503,135.3509,47.04909,103.8092,0.6855734,0.6281226,0.2930773,0.6241704,1.090716,0.797639,12.30662,6.774765,9.251601,5.677289,0.4933749,0.6998115,30.56971,0.5450959,9.391032,1.141153,22.3496,0.6185803,-3.967144,-4.215079,0.04757088,1.652446,1.397005,0.9304172,4.002438,0.7589596,0.394529,20.31337,28.26398,0.3811958,424.0642,0.3352385,1199.232,0.1486251,-69.51173,-1.212046,1378.869,0.1870267,876.2438,0.2815961,-79.98013,-0.9655506,2472.031,0.1009929,796.8359,0.5101184,-86.88338,-0.8321956,-19.30213,-0.3868598,30.53077,0.2525191,-0.01341266,-2.268238,-0.01698598,-0.814322,0.5948885,0.5672871,38.29526,0.2804236,9.543047,1.172318,23.15335,0.6068942,-8.825571,-1.934283,-16.57123,27.09247,-0.06295197,-0.002085598,0.2773657,5,2.912621,0.226,0.2520529,0.09666667,0.1197033,-20.66931
"M",7,43,"prepared",24.48085,0.1576985,21.24033,24.63244,27.59332,6.352997,329.0246,351.8727,54.78679,45.06981,0.6322185,0.7206038,0.1621275,0.5626996,1.082553,0.9204254,12.63493,5.72382,11.61716,6.033136,0.5414811,0.7639395,29.03761,0.4466291,11.81585,0.8898633,16.27861,0.7110699,9.362321,1.446315,0.09877016,1.494936,1.970593,0.7657736,3.366601,1.057266,2.127189,2.77501,26.00382,0.29785,465.7909,0.3992946,1262.303,0.1615001,-83.99665,-1.029602,1429.495,0.1831418,976.5962,0.3004664,-91.22472,-0.874267,2436.719,0.1287507,740.3877,0.2749915,-94.90188,-0.8108941,-18.71957,-0.4036073,26.88666,0.3033424,-0.004287236,-8.351593,-0.01720639,-0.9172724,0.7306423,0.5286575,35.02792,0.2973781,10.42591,0.9826822,18.87685,0.683177,10.06247,1.533729,-17.93477,28.07397,-0.04714592,-0.007944977,0.2387467,6.175299,3.420523,0.1735294,0.1460436,0.104375,0.1016716,-20.3781
"M",8,41,"prepared",24.19525,0.1545394,21.27028,24.35865,27.37659,6.106304,300.9795,453.211,46.83508,28.17729,0.8197415,0.7844819,0.2112001,0.6928415,1.336344,1.125144,12.69063,6.363452,12.57794,8.260688,0.5352892,0.925518,27.93965,0.6376632,-0.2788994,-43.29024,17.9575,0.8169558,-0.09313538,-156.7914,0.0547041,1.193949,1.787172,0.8670083,2.917904,1.196875,6.720122,2.380767,21.29949,0.3455993,510.3452,0.394462,1231.879,0.1885821,-70.35404,-1.242331,1496.6,0.1783268,886.6037,0.2873155,-76.89051,-1.064196,2488.225,0.1164547,780.3729,0.3114569,-79.73903,-1.001465,-13.34471,-0.4938184,20.97843,0.3331189,0.03767453,0.8670732,-0.02183131,-0.6702784,0.7042623,0.6852893,36.04964,0.3210654,-2.790915,-4.298702,20.18159,0.8295814,-0.114035,-140.3994,-5.477423,13.30879,-0.003313425,-0.005694947,0.1960233,4.242424,3.067485,0.21,0.1432946,0.1107692,0.1288685,-19.90592
"M",9,42,"prepared",22.33996,0.1452096,19.45301,21.57029,25.38765,5.934635,157.9847,179.8938,44.4692,46.75825,0.8696105,0.6142548,0.3746838,0.8367012,1.267936,0.8932519,17.6552,8.081921,11.53738,5.327962,0.5750585,0.7300484,27.79349,0.550366,4.910058,2.421558,9.220587,1.950503,10.61466,1.519556,0.05743639,1.227947,1.701272,0.8270811,2.062896,1.498187,3.130923,1.663869,21.15797,0.4272947,546.458,0.4348205,1249.631,0.1628228,-54.84035,-1.476649,1554.438,0.1717667,902.7301,0.3178838,-63.85553,-1.169519,2537.347,0.1483165,768.9908,0.3491489,-64.90643,-1.139802,-13.82807,-0.5493734,22.3354,0.3855186,0.02742652,1.275986,-0.01976255,-0.8716778,0.6725871,0.6380711,32.95628,0.2893358,5.447906,2.204611,9.959738,1.977403,11.85692,1.42219,-4.988376,12.314,0.01336008,-0.009004602,0.3078189,5.128205,2.59481,0.2792308,0.2234162,0.09999999,0.07160497,-21.03128
